буэнос-айрес,аргентина,буэнос-айрес	Buenos_Aires
р’льех,р’льех	R'lyeh
сорианелло,италия,сорианелло	Sorianello
санта-андреа-фриус,италия,сант-андреа-фриус	Sant'Andrea_Frius
ротцо,италия,ротцо	Rotzo
сируэл,испания,сируэла	Siruela
тель,китайский народный республика,китай,кнр,тели	Tieli
риофреддо,италия,риофреддо	Riofreddo
трибонья,италия,трибонья	Tribogna
синдзе,город,япония,синдзё	Shinjō,_Yamagata
согад,иран,согад	Soghad
сольбьят-арно,италия,сольбьяте-арно	Solbiate_Arno
севастополь,севастополь	Sevastopol
савильяно,италия,савильяно	Savigliano
семьяна,италия,семьяна	Semiana
томашув-любельский,польша,томашув-любельский	Tomaszów_Lubelski
ронцона,италия,ронцоне	Ronzone
санта-роса,провинция,лагуна,санта-роса	Santa_Rosa,_Laguna
терница,австрия,терниц	Ternitz
скотсблафф,небраска,соединять штат америка,сша,америка,скотсблафф	Scottsbluff,_Nebraska
сото-и-амио,испания,сото-и-амио	Soto_y_Amío
синио,италия,синио	Sinio
солан-де-риоальмар,испания,солана-де-риоальмар	Solana_de_Rioalmar
ревансер,иран,ревансер	Ravansar
сарнонико,италия,сарнонико	Sarnonico
санто-стефано-ди-рольяно,италия,санто-стефано-ди-рольяно	Santo_Stefano_di_Rogliano
уокешо,уокешо (округ,уокешо	Waukesha,_Wisconsin
торрелакарсель,испания,торрелакарсель	Torrelacárcel
суленцин,польша,суленцин	Sulęcin
стелла-чиленто,италия,стелла-чиленто	Stella_Cilento
сариньен,испания,сариньена	Sariñena
таттендорф,австрия,таттендорф	Tattendorf
тобрук,ливия,тобрук	Tobruk
урибия,колумбия,урибия	Uribia,_La_Guajira
севильех-де-ла-хара,испания,севильеха-де-ла-хара	Sevilleja_de_la_Jara
сан-чиприано-по,италия,сан-чиприано-по	San_Cipriano_Po
тит,город,тита	Chita,_Aichi
тразагис,италия,тразагис	Trasaghis
собинка,россия,собинка	Sobinka
романо-д’эццелино,италия,романо-д’эццелино	Romano_d'Ezzelino
таранта-пелиний,италия,таранта-пелинья	Taranta_Peligna
сан-хуан-де-аснальфарача,испания,сан-хуан-де-аснальфараче	San_Juan_de_Aznalfarache
санта-кристина-де-вальмадригаль,испания,санта-кристина-де-вальмадригаль	Santa_Cristina_de_Valmadrigal
ранцо,италия,ранцо	Ranzo
сан-себриан-де-кампос,испания,сан-себриан-де-кампос	San_Cebrián_de_Campos
тульн-ан-дер-донау,австрия,тульн-ан-дер-донау	Tulln_an_der_Donau
спормаджор,италия,спормаджоре	Spormaggiore
тайшет,россия,иркутский область,тайшет	Tayshet
рим,италия,рим	Rome
сан-марчелло-пистойезе,италия,сан-марчелло-пистойезе	San_Marcello_Pistoiese
тырга-жиу,румыния,тыргу-жиу	Târgu_Jiu
торкьяр,италия,торкьяра	Torchiara
тыргу-муреш,румыния,тыргу-муреш	Târgu_Mureș
сан-донато-валя-ди-комино,италия,сан-донато-валь-ди-комино	San_Donato_Val_di_Comino
сейл,австралия,австралия,сейл	Sale,_Victoria
сияхруд,иран,сияхруд	Siah_Rud
сервильяно,италия,сервильяно	Servigliano
сан-никола-ла-страда,италия,сан-никола-ла-страда	San_Nicola_la_Strada
тромелло,италия,тромелло	Tromello
торра-ла-рибера,испания,торре-ла-рибера	Torre_la_Ribera
роккагорг,италия,роккагорга	Roccagorga
раанан,израиль,раанана	Ra'anana
суоненйок,суоненйоки	Suonenjoki
тауст,испания,таусте	Tauste
рудерсдорф,бургенланд,австрия,рудерсдорф	Rudersdorf
ревда,область,свердловский область,россия,свердловский область,ревда	Revda,_Sverdlovsk_Oblast
реккополис,реккополис	Reccopolis
сьерра-де-фуэнтес,испания,сьерра-де-фуэнтес	Sierra_de_Fuentes
састый,испания,састаго	Sástago
ухен,испания,ухена	Ugena
рав-мазовецкий,польша,рава-мазовецкая	Rawa_Mazowiecka
тон,женева,швейцария,тоне	Thônex
углиржск-яновице,чехия,углиржске-яновице	Uhlířské_Janovice
рюмеланж,люксембург,рюмеланж	Rumelange
унтерфрауэнхайд,австрия,унтерфрауэнхайд	Unterfrauenhaid
рейносый-де-серрато,испания,рейносо-де-серрато	Reinoso_de_Cerrato
