ольба,испания,Ольба	Olba,_Aragon
обернойкирхен,германия,верхний бавария,коммуна,Обернойкирхен 	Oberneukirchen
октябрьский район,россия,челябинский область,Октябрьский район 	Oktyabrsky_District,_Chelyabinsk_Oblast
олива-де-пласенсия,испания,Олива-де-Пласенсия	Oliva_de_Plasencia
оберхаузен,германия,город,Оберхаузен	Oberhausen
оратовский район,украина,Оратовский район	Orativ_Raion
оропес,испания,муниципалитет,Оропеса	Oropesa,_Spain
осекать,польша,польша,Осек 	Osiek,_Świętokrzyskie_Voivodeship
остерспай,германия,коммуна,Остерспай	Osterspai
остров беккер,россия,остров,Остров Беккера	Becker_Island
островец-свентокшиский,польша,Островец-Свентокшиский	Ostrowiec_Świętokrzyski
ольменет,италия,коммуна,Ольменета	Olmeneta
одинцовский район,россия,город,Одинцовский район	Odintsovsky_District
обершенау,германия,коммуна,Обершёнау	Oberschönau
олеа-де-боэдо,испания,муниципалитет,Олеа-де-Боэдо	Olea_de_Boedo
овенс,ирландия,деревня,Овенс	Ovens,_County_Cork
окинский район,россия,Окинский район	Okinsky_District
орвиль,франция,коммуна,верхний гаронна,Орвиль 	Aureville
оберлар,германия,коммуна,Оберлар	Oberlahr
ольмет-ди-туда,франция,коммуна,Ольмета-ди-Туда	Olmeta-di-Tuda
оффаненго,италия,коммуна,Оффаненго	Offanengo
орехово-зуевский район,россия,город,Орехово-Зуевский район	Orekhovo-Zuyevsky_District
ор-йехуда,израиль,город,Ор-Йехуда	Or_Yehuda
оберн,соединять штат америка,нью-йорк,город,Оберн 	Auburn,_New_York
одонвиль,франция,коммуна,Одонвиль	Haudonville
ойскирхен,германия,район,Ойскирхен 	Euskirchen_(district)
осса-ле-труа-мезон,франция,коммуна,Оссе-ле-Труа-Мезон	Ossey-les-Trois-Maisons
оффенхайм,германия,коммуна,Оффенхайм	Offenheim
олиус,испания,Олиус	Olius
окен,нигерия,город,Окене	Okene
оберостендорф,германия,коммуна,Оберостендорф	Oberostendorf
ойя-де-алька,испания,район,Ойя-де-Алькой	Alcoià
отара,япония,Отару	Otaru,_Hokkaido
оберхоф,швейцария,коммуна,аргау,Оберхоф 	Oberhof,_Aargau
отгон,монголия,Отгон	Otgon,_Zavkhan
орос,индия,индия,город,Орос 	Oros
огодж,нигерия,нигерия,Огоджа 	Ogoja
ожерелие,россия,город,Ожерелье 	Ozherelye
олдекерк,нидерланды,Олдекерк	Oldekerk
оттавьяно,италия,коммуна,Оттавьяно	Ottaviano
опан,болгария,болгария,село,Опан 	Opan
ортигуэл,испания,Ортигуэла	Hortigüela
охрид,болгария,село,Охрид 	Ohrid,_Bulgaria
оса,россия,город,Оса 	Osa,_Perm_Krai
опольский повенок,польша,люблинский воеводство,город,Опольский повят 	Opole_Lubelskie_County
опольский повенок,польша,опольский воеводство,город,Опольский повят 	Opole_County
омский район,россия,Омский район	Omsky_District
олива-де-ла-фронтер,испания,муниципалитет,Олива-де-ла-Фронтера	Oliva_de_la_Frontera
ожеш,польша,Ожеше	Orzesze
оскарсхамна,швеция,город,Оскарсхамн	Oskarshamn
обереэ-штрохайх,германия,коммуна,Обереэ-Штрохайх	Oberehe-Stroheich
омсукчанский городской округ,россия,Омсукчанский городской округ	Omsukchansky_District
ольяна,испания,Ольяна	Oliana
ольястро-чиленто,италия,коммуна,Ольястро-Чиленто	Ogliastro_Cilento
олостой,испания,Олост	Olost
остный,германия,ост,коммуна,Остен 	Osten
одзеро,италия,коммуна,Одзеро	Ozzero
ошерслебен,германия,город,Ошерслебен	Oschersleben
онтоба,испания,Онтоба	Hontoba
оираса,япония,посёлок,Оирасе	Oirase,_Aomori
оклай,хорватия,Оклай	Oklaj
орань,италия,коммуна,Орани	Orani,_Sardinia
ормелла,италия,коммуна,Ормелле	Ormelle
оушен-бриз-парк,соединять штат америка,флорида,Оушен-Бриз-Парк 	Ocean_Breeze,_Florida
оруро,боливия,департамент,город,Оруро 	Oruro_Department
окинава,япония,город,Окинава 	Okinawa,_Okinawa
офтердинген,германия,коммуна,Офтердинген	Ofterdingen
ористать,италия,провинция,Ористано 	Province_of_Oristano
оржев,украина,посёлок,Оржев	Orzhiv
осех,испания,Осеха	Oseja
орвен,швейцария,коммуна,Орвен	Orvin
обертсхаузен,германия,город,Обертсхаузен	Obertshausen
орловский район,россия,кировский область,Орловский район 	Orlovsky_District,_Kirov_Oblast
оберасбах,германия,город,Оберасбах	Oberasbach
обливский район,россия,Обливский район	Oblivsky_District
оахак,мексика,штат,Оахака 	Oaxaca
